Flow_ID,Source_IP,Source_Port,Destination_IP,Destination_Port,Protocol,Timestamp,Flow_Duration,Total_Fwd_Packets,Total_Backward_Packets,Total_Length_of_Fwd_Packets,Total_Length_of_Bwd_Packets,ProtocolName
216.58.202.226-10.200.7.194-443-57789-6,10.200.7.194,57789,216.58.202.226,443,6,26/04/201711:11:18,20159358,13,11,7441,3257,GOOGLE
10.200.7.217-94.31.29.64-44795-443-6,94.31.29.64,443,10.200.7.217,44795,6,26/04/201711:11:38,3,2,0,12,0,SSL
10.200.7.217-94.31.29.64-44795-443-6,94.31.29.64,443,10.200.7.217,44795,6,26/04/201711:11:38,595,4,7,154,18,SSL
172.217.29.65-10.200.7.196-443-37558-6,10.200.7.196,37558,172.217.29.65,443,6,26/04/201711:11:20,17561990,9,8,479,4959,GOOGLE
172.217.29.65-10.200.7.196-443-46524-6,10.200.7.196,46524,172.217.29.65,443,6,26/04/201711:11:17,20292240,9,9,480,5009,GOOGLE
172.217.29.65-10.200.7.196-443-49393-6,10.200.7.196,49393,172.217.29.65,443,6,26/04/201711:11:20,17573426,11,6,479,368,GOOGLE
172.217.29.65-10.200.7.196-443-37559-6,172.217.29.65,443,10.200.7.196,37559,6,26/04/201711:11:20,17412035,8,9,3204,204,GOOGLE
172.217.29.65-10.200.7.196-443-37556-6,10.200.7.196,37556,172.217.29.65,443,6,26/04/201711:11:20,17574324,10,8,204,2157,GOOGLE
172.217.29.65-10.200.7.196-443-37557-6,10.200.7.196,37557,172.217.29.65,443,6,26/04/201711:11:20,17574117,11,8,479,3575,GOOGLE
172.217.29.65-10.200.7.196-443-37565-6,10.200.7.196,37565,172.217.29.65,443,6,26/04/201711:11:20,17543122,11,9,479,4993,GOOGLE
192.168.180.63-10.200.7.6-54688-3128-6,192.168.180.63,54688,10.200.7.6,3128,6,26/04/201711:11:38,166641,1,7,46,96,HTTP_PROXY
213.239.207.69-10.200.7.196-80-36167-6,10.200.7.196,36167,213.239.207.69,80,6,26/04/201711:11:37,661325,6,4,293,724,CONTENT_FLASH
207.244.80.182-10.200.7.199-443-47049-6,10.200.7.199,47049,207.244.80.182,443,6,26/04/201711:11:37,419948,20,9,2094,14713,SSL
10.200.7.196-74.119.117.78-34727-443-6,10.200.7.196,34727,74.119.117.78,443,6,26/04/201711:11:37,605480,6,9,242,1792,SSL
192.168.131.26-10.200.7.6-49481-3128-6,192.168.131.26,49481,10.200.7.6,3128,6,26/04/201711:11:37,613388,5,36,477,15659,HTTP_CONNECT
192.168.131.26-10.200.7.6-49481-3128-6,10.200.7.6,3128,192.168.131.26,49481,6,26/04/201711:11:38,1,2,0,12,0,HTTP
192.168.131.26-10.200.7.6-49481-3128-6,10.200.7.6,3128,192.168.131.26,49481,6,26/04/201711:11:38,2,3,0,242,0,HTTP
10.200.7.217-23.9.53.63-34382-443-6,10.200.7.217,34382,23.9.53.63,443,6,26/04/201711:11:36,1494347,136,467,1542,928633,MICROSOFT
10.200.7.217-23.9.53.63-47648-443-6,10.200.7.217,47648,23.9.53.63,443,6,26/04/201711:11:34,4015139,99,169,1340,348894,MICROSOFT
10.200.7.217-23.9.53.63-37015-443-6,10.200.7.217,37015,23.9.53.63,443,6,26/04/201711:11:34,4014834,121,319,1019,670502,MICROSOFT
10.200.7.217-23.9.53.63-40797-443-6,23.9.53.63,443,10.200.7.217,40797,6,26/04/201711:11:34,3954468,175,87,349866,1019,MICROSOFT
10.200.7.217-23.9.53.63-46954-443-6,10.200.7.217,46954,23.9.53.63,443,6,26/04/201711:11:34,4015141,96,148,1338,266728,MICROSOFT
10.200.7.217-23.9.53.63-38816-443-6,10.200.7.217,38816,23.9.53.63,443,6,26/04/201711:11:34,4015162,109,156,1020,328668,MICROSOFT
192.168.131.26-10.200.7.6-49481-3128-6,10.200.7.6,3128,192.168.131.26,49481,6,26/04/201711:11:38,23888,1,2,6,12,HTTP
192.168.131.26-10.200.7.6-49480-3128-6,192.168.131.26,49480,10.200.7.6,3128,6,26/04/201711:11:37,694858,11,67,1110,87928,HTTP_PROXY
192.168.131.26-10.200.7.6-49480-3128-6,10.200.7.6,3128,192.168.131.26,49480,6,26/04/201711:11:38,54,2,0,12,0,HTTP_PROXY
192.168.131.26-10.200.7.6-49480-3128-6,10.200.7.6,3128,192.168.131.26,49480,6,26/04/201711:11:38,528,2,0,12,0,HTTP_PROXY
10.200.7.217-23.9.53.63-46954-443-6,10.200.7.217,46954,23.9.53.63,443,6,26/04/201711:11:38,60541,1,3,0,62,MICROSOFT
10.200.7.217-23.9.53.63-37015-443-6,10.200.7.217,37015,23.9.53.63,443,6,26/04/201711:11:38,61026,1,3,0,62,MICROSOFT
10.200.7.217-23.9.53.63-34382-443-6,10.200.7.217,34382,23.9.53.63,443,6,26/04/201711:11:38,61052,1,3,0,62,MICROSOFT
10.200.7.217-23.9.53.63-47648-443-6,10.200.7.217,47648,23.9.53.63,443,6,26/04/201711:11:38,61053,1,3,0,62,MICROSOFT
10.200.7.217-23.9.53.63-38816-443-6,10.200.7.217,38816,23.9.53.63,443,6,26/04/201711:11:38,61118,1,1,0,0,MICROSOFT
192.168.220.105-10.200.7.6-50192-3128-6,192.168.220.105,50192,10.200.7.6,3128,6,26/04/201711:11:37,542131,6,26,497,9810,GOOGLE
216.58.202.226-10.200.7.196-443-60206-6,10.200.7.196,60206,216.58.202.226,443,6,26/04/201711:11:37,540809,9,7,242,4320,GOOGLE
10.200.7.199-104.91.156.236-33138-80-6,10.200.7.199,33138,104.91.156.236,80,6,26/04/201711:11:38,9304,3,3,166,0,HTTP
192.168.90.46-10.200.7.6-52990-3128-6,192.168.90.46,52990,10.200.7.6,3128,6,26/04/201711:11:33,4820427,15,64,11244,5661,AMAZON
10.200.7.196-52.84.144.140-42703-443-6,10.200.7.196,42703,52.84.144.140,443,6,26/04/201711:11:33,4634160,15,10,10938,650,SSL
192.168.90.46-10.200.7.6-52990-3128-6,10.200.7.6,3128,192.168.90.46,52990,6,26/04/201711:11:38,1,2,0,12,0,HTTP
192.168.90.46-10.200.7.6-52990-3128-6,10.200.7.6,3128,192.168.90.46,52990,6,26/04/201711:11:38,273,2,0,12,0,HTTP
192.168.90.46-10.200.7.6-52989-3128-6,192.168.90.46,52989,10.200.7.6,3128,6,26/04/201711:11:33,4821779,12,62,13135,22438,HTTP_CONNECT
192.168.90.46-10.200.7.6-52989-3128-6,10.200.7.6,3128,192.168.90.46,52989,6,26/04/201711:11:38,23,2,0,12,0,HTTP
169.54.33.133-10.200.7.196-443-55018-6,10.200.7.196,55018,169.54.33.133,443,6,26/04/201711:11:33,4816434,15,12,13868,3003,SSL
192.168.90.46-10.200.7.6-52989-3128-6,10.200.7.6,3128,192.168.90.46,52989,6,26/04/201711:11:38,121,2,0,12,0,HTTP
192.168.90.46-10.200.7.6-52992-3128-6,192.168.90.46,52992,10.200.7.6,3128,6,26/04/201711:11:36,1955720,8,43,739,21070,GOOGLE
172.217.29.65-10.200.7.196-443-37946-6,10.200.7.196,37946,172.217.29.65,443,6,26/04/201711:11:36,1952418,9,6,475,4157,GOOGLE
10.200.7.218-31.13.73.7-56546-443-6,10.200.7.218,56546,31.13.73.7,443,6,26/04/201711:11:38,1,2,0,0,0,FACEBOOK
10.200.7.199-104.91.156.236-33139-80-6,10.200.7.199,33139,104.91.156.236,80,6,26/04/201711:11:38,11179,3,3,166,0,HTTP
192.168.102.25-10.200.7.8-53600-3128-6,192.168.102.25,53600,10.200.7.8,3128,6,26/04/201711:11:37,686347,26,0,17170,0,MICROSOFT
10.200.7.218-65.52.108.33-36189-443-6,10.200.7.218,36189,65.52.108.33,443,6,26/04/201711:11:37,686039,16,17,5054,13146,MICROSOFT
179.1.4.224-10.200.7.217-443-49117-6,179.1.4.224,443,10.200.7.217,49117,6,26/04/201711:11:38,858,2,3,126,0,SSL
10.200.7.199-104.91.156.236-33140-80-6,10.200.7.199,33140,104.91.156.236,80,6,26/04/201711:11:38,10938,3,3,166,0,HTTP
179.1.4.217-10.200.7.199-80-60896-6,10.200.7.199,60896,179.1.4.217,80,6,26/04/201711:11:38,8313,3,3,168,0,GOOGLE
205.185.208.78-10.200.7.217-443-35946-6,10.200.7.217,35946,205.185.208.78,443,6,26/04/201711:11:26,12434633,120,326,3576,672645,SSL
172.17.1.110-10.200.7.7-49500-3128-6,172.17.1.110,49500,10.200.7.7,3128,6,26/04/201711:11:26,12441139,166,417,2249,1007094,HTTP_PROXY
192.168.32.49-10.200.7.9-54588-3128-6,192.168.32.49,54588,10.200.7.9,3128,6,26/04/201711:11:30,7698621,261,1038,4811,2669090,GOOGLE
179.1.4.244-10.200.7.199-443-45566-6,10.200.7.199,45566,179.1.4.244,443,6,26/04/201711:11:30,7698000,197,250,3073,642375,GOOGLE
192.168.32.49-10.200.7.9-54588-3128-6,10.200.7.9,3128,192.168.32.49,54588,6,26/04/201711:11:38,19,2,0,12,0,HTTP
192.168.32.49-10.200.7.9-54588-3128-6,10.200.7.9,3128,192.168.32.49,54588,6,26/04/201711:11:38,497,2,0,12,0,HTTP
192.168.131.26-10.200.7.6-49494-3128-6,192.168.131.26,49494,10.200.7.6,3128,6,26/04/201711:11:38,494942,2,10,502,3155,HTTP_PROXY
192.168.131.26-10.200.7.6-49494-3128-6,10.200.7.6,3128,192.168.131.26,49494,6,26/04/201711:11:38,68,2,0,12,0,HTTP
192.168.131.26-10.200.7.6-49494-3128-6,10.200.7.6,3128,192.168.131.26,49494,6,26/04/201711:11:38,6,2,0,12,0,HTTP
192.168.90.81-10.200.7.7-58594-3128-6,192.168.90.81,58594,10.200.7.7,3128,6,26/04/201711:11:38,67265,6,10,252,344,HTTP_PROXY
192.168.90.81-10.200.7.7-58594-3128-6,192.168.90.81,58594,10.200.7.7,3128,6,26/04/201711:11:38,1,3,0,18,0,HTTP_PROXY
179.1.4.217-10.200.7.199-80-60898-6,10.200.7.199,60898,179.1.4.217,80,6,26/04/201711:11:38,7667,3,3,168,0,GOOGLE
192.168.10.17-10.200.7.7-53339-3128-6,192.168.10.17,53339,10.200.7.7,3128,6,26/04/201711:11:34,3817476,14,19,1179,8740,GOOGLE
192.168.10.17-10.200.7.7-53340-3128-6,192.168.10.17,53340,10.200.7.7,3128,6,26/04/201711:11:37,1371574,21,45,2968,19484,GOOGLE
192.168.10.17-10.200.7.7-53338-3128-6,192.168.10.17,53338,10.200.7.7,3128,6,26/04/201711:11:34,3978932,31,46,4930,8994,GOOGLE
179.1.4.224-10.200.7.217-443-60701-6,10.200.7.217,60701,179.1.4.224,443,6,26/04/201711:11:34,3817620,21,11,422,2962,GOOGLE
179.1.4.244-10.200.7.217-443-54793-6,10.200.7.217,54793,179.1.4.244,443,6,26/04/201711:11:37,1368929,29,29,3856,9622,GOOGLE
192.168.10.17-10.200.7.7-53340-3128-6,192.168.10.17,53340,10.200.7.7,3128,6,26/04/201711:11:38,774,1,1,6,6,GOOGLE
192.168.10.17-10.200.7.7-53340-3128-6,10.200.7.7,3128,192.168.10.17,53340,6,26/04/201711:11:38,278,2,0,12,0,HTTP
179.1.4.224-10.200.7.217-443-60700-6,10.200.7.217,60700,179.1.4.224,443,6,26/04/201711:11:34,3819143,39,28,1467,4758,GOOGLE
192.168.10.17-10.200.7.7-53338-3128-6,192.168.10.17,53338,10.200.7.7,3128,6,26/04/201711:11:38,475,1,1,6,6,GOOGLE
192.168.10.17-10.200.7.7-53338-3128-6,10.200.7.7,3128,192.168.10.17,53338,6,26/04/201711:11:38,28,2,0,12,0,HTTP
192.168.131.26-10.200.7.6-49497-3128-6,192.168.131.26,49497,10.200.7.6,3128,6,26/04/201711:11:38,233526,4,15,500,2325,HTTP_PROXY
192.168.131.26-10.200.7.6-49497-3128-6,10.200.7.6,3128,192.168.131.26,49497,6,26/04/201711:11:38,16,2,0,12,0,HTTP
192.168.131.26-10.200.7.6-49497-3128-6,10.200.7.6,3128,192.168.131.26,49497,6,26/04/201711:11:38,313,2,0,12,0,HTTP
179.1.4.224-10.200.7.217-443-60701-6,10.200.7.217,60701,179.1.4.224,443,6,26/04/201711:11:38,8761,1,1,0,0,GOOGLE
179.1.4.244-10.200.7.217-443-54793-6,10.200.7.217,54793,179.1.4.244,443,6,26/04/201711:11:38,8780,1,1,0,0,GOOGLE
179.1.4.224-10.200.7.217-443-60700-6,10.200.7.217,60700,179.1.4.224,443,6,26/04/201711:11:38,8893,1,1,0,0,GOOGLE
192.168.90.81-10.200.7.7-58593-3128-6,192.168.90.81,58593,10.200.7.7,3128,6,26/04/201711:11:38,101739,6,12,256,6631,HTTP_PROXY
192.168.90.81-10.200.7.7-58593-3128-6,192.168.90.81,58593,10.200.7.7,3128,6,26/04/201711:11:38,699,5,0,30,0,HTTP_PROXY
192.168.131.26-10.200.7.6-49479-3128-6,192.168.131.26,49479,10.200.7.6,3128,6,26/04/201711:11:37,941562,15,114,1140,173684,HTTP_PROXY
192.168.131.26-10.200.7.6-49479-3128-6,10.200.7.6,3128,192.168.131.26,49479,6,26/04/201711:11:38,1,2,0,12,0,HTTP_PROXY
192.168.131.26-10.200.7.6-49479-3128-6,10.200.7.6,3128,192.168.131.26,49479,6,26/04/201711:11:38,27,2,0,12,0,HTTP_PROXY
192.168.10.47-10.200.7.6-51894-3128-6,192.168.10.47,51894,10.200.7.6,3128,6,26/04/201711:11:38,8305,3,13,232,3664,HTTP_CONNECT
10.200.7.196-74.119.117.78-34736-443-6,10.200.7.196,34736,74.119.117.78,443,6,26/04/201711:11:37,774983,17,22,340,29042,SSL
10.200.7.196-74.119.117.78-34736-443-6,10.200.7.196,34736,74.119.117.78,443,6,26/04/201711:11:38,157,2,0,0,0,SSL
192.168.131.26-10.200.7.6-49490-3128-6,192.168.131.26,49490,10.200.7.6,3128,6,26/04/201711:11:37,775976,12,71,2047,83391,HTTP_CONNECT
192.168.131.26-10.200.7.6-49490-3128-6,10.200.7.6,3128,192.168.131.26,49490,6,26/04/201711:11:38,79,6,0,10287,0,HTTP_PROXY
192.168.180.37-10.200.7.9-2106-3128-6,192.168.180.37,2106,10.200.7.9,3128,6,26/04/201711:11:38,355185,14,69,2214,54188,HTTP_CONNECT
192.168.180.37-10.200.7.9-2106-3128-6,10.200.7.9,3128,192.168.180.37,2106,6,26/04/201711:11:38,57,3,0,0,0,HTTP
207.244.80.182-10.200.7.199-443-47051-6,10.200.7.199,47051,207.244.80.182,443,6,26/04/201711:11:38,347847,20,11,2094,11971,SSL
192.168.131.26-10.200.7.6-49490-3128-6,192.168.131.26,49490,10.200.7.6,3128,6,26/04/201711:11:38,126,1,5,6,5907,HTTP_CONNECT
192.168.131.26-10.200.7.6-49490-3128-6,192.168.131.26,49490,10.200.7.6,3128,6,26/04/201711:11:38,1049,4,0,24,0,HTTP_CONNECT
179.1.4.217-10.200.7.199-80-60899-6,10.200.7.199,60899,179.1.4.217,80,6,26/04/201711:11:38,5960,3,3,168,0,GOOGLE
10.200.7.218-65.52.108.33-36189-443-6,10.200.7.218,36189,65.52.108.33,443,6,26/04/201711:11:38,170162,1,1,0,0,MICROSOFT
10.200.7.194-40.117.145.132-42393-443-6,10.200.7.194,42393,40.117.145.132,443,6,26/04/201711:11:33,5714356,17,12,8851,5830,MICROSOFT
192.168.171.15-10.200.7.4-54518-3128-6,10.200.7.4,3128,192.168.171.15,54518,6,26/04/201711:11:33,5717754,84,0,22891,0,HTTP
179.1.4.251-10.200.7.194-443-44138-6,10.200.7.194,44138,179.1.4.251,443,6,26/04/201711:11:33,4762018,23,19,9408,2147,GOOGLE
192.168.171.15-10.200.7.4-54519-3128-6,10.200.7.4,3128,192.168.171.15,54519,6,26/04/201711:11:33,4763317,108,0,10994,0,HTTP
10.200.7.218-31.13.73.7-56546-443-6,10.200.7.218,56546,31.13.73.7,443,6,26/04/201711:11:38,1,2,0,0,0,FACEBOOK
192.168.42.101-10.200.7.9-60069-3128-6,192.168.42.101,60069,10.200.7.9,3128,6,26/04/201711:11:32,6609505,9,50,2109,2670,HTTP_CONNECT
10.200.7.199-54.164.68.39-32887-443-6,10.200.7.199,32887,54.164.68.39,443,6,26/04/201711:11:32,6607791,8,5,1857,305,SSL
192.168.42.101-10.200.7.9-60069-3128-6,10.200.7.9,3128,192.168.42.101,60069,6,26/04/201711:11:38,1,2,0,12,0,HTTP
192.168.42.101-10.200.7.9-60070-3128-6,192.168.42.101,60070,10.200.7.9,3128,6,26/04/201711:11:33,5575762,7,43,1787,14928,HTTP_CONNECT
10.200.7.199-52.54.148.49-33938-443-6,10.200.7.199,33938,52.54.148.49,443,6,26/04/201711:11:33,5574635,7,7,1541,2948,AMAZON
192.168.42.101-10.200.7.9-60070-3128-6,10.200.7.9,3128,192.168.42.101,60070,6,26/04/201711:11:38,1,2,0,12,0,HTTP
192.168.42.101-10.200.7.9-60069-3128-6,10.200.7.9,3128,192.168.42.101,60069,6,26/04/201711:11:38,111,2,0,12,0,HTTP
192.168.42.101-10.200.7.9-60070-3128-6,10.200.7.9,3128,192.168.42.101,60070,6,26/04/201711:11:38,430,2,0,12,0,HTTP
192.168.131.26-10.200.7.6-49500-3128-6,192.168.131.26,49500,10.200.7.6,3128,6,26/04/201711:11:38,113963,3,12,426,564,YAHOO
192.168.131.26-10.200.7.6-49500-3128-6,10.200.7.6,3128,192.168.131.26,49500,6,26/04/201711:11:38,1,2,0,534,0,HTTP
192.168.131.26-10.200.7.6-49500-3128-6,10.200.7.6,3128,192.168.131.26,49500,6,26/04/201711:11:38,1,3,0,1062,0,HTTP
192.168.131.26-10.200.7.6-49482-3128-6,192.168.131.26,49482,10.200.7.6,3128,6,26/04/201711:11:37,1051128,6,33,235,13696,HTTP
199.16.156.105-10.200.7.196-443-41190-6,10.200.7.196,41190,199.16.156.105,443,6,26/04/201711:11:37,958733,7,5,211,965,TWITTER
192.82.242.50-10.200.7.196-80-41435-6,10.200.7.196,41435,192.82.242.50,80,6,26/04/201711:11:38,183390,3,5,2501,813,HTTP
192.168.131.26-10.200.7.6-49498-3128-6,192.168.131.26,49498,10.200.7.6,3128,6,26/04/201711:11:38,189330,5,15,2445,4805,HTTP_PROXY
192.168.131.26-10.200.7.6-49498-3128-6,10.200.7.6,3128,192.168.131.26,49498,6,26/04/201711:11:38,102,2,0,12,0,HTTP
172.19.1.68-10.200.7.4-50031-3128-6,10.200.7.4,3128,172.19.1.68,50031,6,26/04/201711:11:35,3159946,392,0,725048,0,HTTP
172.19.1.68-10.200.7.4-50031-3128-6,10.200.7.4,3128,172.19.1.68,50031,6,26/04/201711:11:38,13,2,0,12,0,HTTP
213.239.207.69-10.200.7.196-80-36191-6,10.200.7.196,36191,213.239.207.69,80,6,26/04/201711:11:38,598796,7,6,293,1894,CONTENT_FLASH
10.200.7.196-74.119.117.78-34733-443-6,10.200.7.196,34733,74.119.117.78,443,6,26/04/201711:11:37,1076055,24,17,2285,20282,SSL
192.168.131.26-10.200.7.6-49489-3128-6,192.168.131.26,49489,10.200.7.6,3128,6,26/04/201711:11:37,1077379,18,93,2586,98859,HTTP_CONNECT
192.168.131.26-10.200.7.6-49489-3128-6,10.200.7.6,3128,192.168.131.26,49489,6,26/04/201711:11:38,11,3,0,2535,0,HTTP
192.168.131.26-10.200.7.6-49489-3128-6,10.200.7.6,3128,192.168.131.26,49489,6,26/04/201711:11:38,309,3,0,1081,0,HTTP
192.168.131.26-10.200.7.6-49489-3128-6,192.168.131.26,49489,10.200.7.6,3128,6,26/04/201711:11:38,632,2,0,12,0,HTTP_CONNECT
192.168.32.3-10.200.7.8-50707-3128-6,192.168.32.3,50707,10.200.7.8,3128,6,26/04/201711:11:38,100881,6,10,1510,809,HTTP_PROXY
192.168.32.3-10.200.7.8-50707-3128-6,10.200.7.8,3128,192.168.32.3,50707,6,26/04/201711:11:38,1,2,0,809,0,HTTP
192.168.32.3-10.200.7.8-50707-3128-6,10.200.7.8,3128,192.168.32.3,50707,6,26/04/201711:11:38,1,2,0,809,0,HTTP
192.168.32.3-10.200.7.8-50707-3128-6,192.168.32.3,50707,10.200.7.8,3128,6,26/04/201711:11:38,871,5,0,0,0,HTTP_PROXY
10.200.7.196-98.138.49.44-56602-80-6,10.200.7.196,56602,98.138.49.44,80,6,26/04/201711:11:37,1885059,5,5,1185,389,YAHOO
10.200.7.196-98.138.49.44-56602-80-6,10.200.7.196,56602,98.138.49.44,80,6,26/04/201711:11:38,81,2,0,0,0,YAHOO
192.168.131.26-10.200.7.6-49504-3128-6,192.168.131.26,49504,10.200.7.6,3128,6,26/04/201711:11:38,126829,4,15,530,1275,YAHOO
192.168.131.26-10.200.7.6-49504-3128-6,10.200.7.6,3128,192.168.131.26,49504,6,26/04/201711:11:38,2,2,0,12,0,HTTP
192.168.151.9-10.200.7.6-50385-3128-6,10.200.7.6,3128,192.168.151.9,50385,6,26/04/201711:11:35,3170316,1,2,6,12,HTTP
192.168.72.108-10.200.7.5-50268-3128-6,192.168.72.108,50268,10.200.7.5,3128,6,26/04/201711:11:36,2744620,13,17,2669,1034,GOOGLE
192.168.72.108-10.200.7.5-50267-3128-6,192.168.72.108,50267,10.200.7.5,3128,6,26/04/201711:11:36,2950699,12,15,2070,848,GOOGLE
179.1.4.237-10.200.7.195-443-58505-6,10.200.7.195,58505,179.1.4.237,443,6,26/04/201711:11:36,2743776,12,10,912,935,GOOGLE
179.1.4.237-10.200.7.195-443-58504-6,10.200.7.195,58504,179.1.4.237,443,6,26/04/201711:11:36,2949535,13,9,755,755,GOOGLE
192.168.151.9-10.200.7.6-50406-3128-6,192.168.151.9,50406,10.200.7.6,3128,6,26/04/201711:11:34,4389812,7,23,410,11086,HTTP_PROXY
192.168.131.26-10.200.7.6-49499-3128-6,192.168.131.26,49499,10.200.7.6,3128,6,26/04/201711:11:38,295899,4,15,753,3395,GOOGLE
192.168.131.26-10.200.7.6-49499-3128-6,10.200.7.6,3128,192.168.131.26,49499,6,26/04/201711:11:38,25,2,0,12,0,HTTP
192.168.131.26-10.200.7.6-49499-3128-6,10.200.7.6,3128,192.168.131.26,49499,6,26/04/201711:11:38,234,2,0,12,0,HTTP
10.200.1.16-10.200.7.196-80-60254-6,10.200.7.196,60254,10.200.1.16,80,6,26/04/201711:11:34,4977453,12,10,1116,726,HTTP
10.200.1.16-10.200.7.196-80-60254-6,10.200.7.196,60254,10.200.1.16,80,6,26/04/201711:11:38,355,2,0,0,0,HTTP
172.19.1.68-10.200.7.4-50032-3128-6,10.200.7.4,3128,172.19.1.68,50032,6,26/04/201711:11:38,63705,86,0,127323,0,HTTP
192.168.112.9-10.200.7.7-49797-3128-6,192.168.112.9,49797,10.200.7.7,3128,6,26/04/201711:11:39,5267,11,0,494,0,HTTP_CONNECT
192.168.32.3-10.200.7.8-50708-3128-6,192.168.32.3,50708,10.200.7.8,3128,6,26/04/201711:11:38,196251,6,8,1502,1630,HTTP_PROXY
192.168.32.3-10.200.7.8-50708-3128-6,10.200.7.8,3128,192.168.32.3,50708,6,26/04/201711:11:39,289,2,2,0,0,HTTP
192.168.32.67-10.200.7.8-64813-3128-6,192.168.32.67,64813,10.200.7.8,3128,6,26/04/201711:11:23,15066557,12,32,1694,3452,HTTP_CONNECT
192.168.32.67-10.200.7.8-64813-3128-6,10.200.7.8,3128,192.168.32.67,64813,6,26/04/201711:11:39,384,2,0,12,0,HTTP
192.168.32.67-10.200.7.8-64813-3128-6,10.200.7.8,3128,192.168.32.67,64813,6,26/04/201711:11:39,360,1,2,6,12,HTTP
192.168.151.8-10.200.7.4-54621-3128-6,192.168.151.8,54621,10.200.7.4,3128,6,26/04/201711:11:37,1158231,10,40,2048,3445,YOUTUBE
179.1.4.230-10.200.7.194-443-39110-6,10.200.7.194,39110,179.1.4.230,443,6,26/04/201711:11:37,1157347,8,5,1798,626,YOUTUBE
192.168.151.8-10.200.7.4-54621-3128-6,10.200.7.4,3128,192.168.151.8,54621,6,26/04/201711:11:39,16,2,0,12,0,HTTP
192.168.151.8-10.200.7.4-54621-3128-6,10.200.7.4,3128,192.168.151.8,54621,6,26/04/201711:11:39,239,2,0,12,0,HTTP
192.168.151.8-10.200.7.4-54617-3128-6,192.168.151.8,54617,10.200.7.4,3128,6,26/04/201711:11:37,1397301,10,42,671,25200,YOUTUBE
10.200.7.194-74.125.107.238-57195-443-6,10.200.7.194,57195,74.125.107.238,443,6,26/04/201711:11:37,1394290,10,6,381,4983,YOUTUBE
192.168.151.8-10.200.7.4-54617-3128-6,10.200.7.4,3128,192.168.151.8,54617,6,26/04/201711:11:39,1,2,0,12,0,HTTP
192.168.151.8-10.200.7.4-54616-3128-6,192.168.151.8,54616,10.200.7.4,3128,6,26/04/201711:11:37,1404999,10,44,671,25200,YOUTUBE
10.200.7.194-74.125.107.238-40885-443-6,10.200.7.194,40885,74.125.107.238,443,6,26/04/201711:11:37,1401289,10,5,381,4983,YOUTUBE
192.168.151.8-10.200.7.4-54616-3128-6,10.200.7.4,3128,192.168.151.8,54616,6,26/04/201711:11:39,1,2,0,12,0,HTTP
192.168.151.8-10.200.7.4-54616-3128-6,10.200.7.4,3128,192.168.151.8,54616,6,26/04/201711:11:39,177,2,0,12,0,HTTP
192.168.90.65-10.200.7.4-53633-3128-6,192.168.90.65,53633,10.200.7.4,3128,6,26/04/201711:11:31,7902483,6,30,992,1040,YOUTUBE
173.194.27.231-10.200.7.194-443-41987-6,10.200.7.194,41987,173.194.27.231,443,6,26/04/201711:11:31,7896965,6,4,733,151,YOUTUBE
192.168.90.65-10.200.7.4-53633-3128-6,10.200.7.4,3128,192.168.90.65,53633,6,26/04/201711:11:39,18,2,0,12,0,HTTP
192.168.90.65-10.200.7.4-53630-3128-6,192.168.90.65,53630,10.200.7.4,3128,6,26/04/201711:11:30,8880315,339,2213,9881,5239939,YOUTUBE
173.194.27.231-10.200.7.194-443-41954-6,10.200.7.194,41954,173.194.27.231,443,6,26/04/201711:11:30,8877594,429,442,8822,1274837,YOUTUBE
192.168.90.65-10.200.7.4-53630-3128-6,10.200.7.4,3128,192.168.90.65,53630,6,26/04/201711:11:39,14,2,0,12,0,HTTP
192.168.90.65-10.200.7.4-53629-3128-6,192.168.90.65,53629,10.200.7.4,3128,6,26/04/201711:11:30,8889420,16,94,3360,3572,YOUTUBE
192.168.90.65-10.200.7.4-53633-3128-6,10.200.7.4,3128,192.168.90.65,53633,6,26/04/201711:11:39,217,2,0,12,0,HTTP
192.168.90.65-10.200.7.4-53630-3128-6,10.200.7.4,3128,192.168.90.65,53630,6,26/04/201711:11:39,27,2,0,12,0,HTTP
192.168.90.65-10.200.7.4-53631-3128-6,192.168.90.65,53631,10.200.7.4,3128,6,26/04/201711:11:30,8232877,13,79,1426,3915,YOUTUBE
179.1.4.251-10.200.7.194-443-44050-6,10.200.7.194,44050,179.1.4.251,443,6,26/04/201711:11:30,8886957,15,13,2610,670,SSL
192.168.90.65-10.200.7.4-53629-3128-6,10.200.7.4,3128,192.168.90.65,53629,6,26/04/201711:11:39,5,2,0,12,0,HTTP
179.1.4.216-10.200.7.194-443-38123-6,10.200.7.194,38123,179.1.4.216,443,6,26/04/201711:11:30,8231719,13,9,1185,690,YOUTUBE
192.168.90.65-10.200.7.4-53631-3128-6,10.200.7.4,3128,192.168.90.65,53631,6,26/04/201711:11:39,25,2,0,12,0,HTTP
192.168.90.65-10.200.7.4-53632-3128-6,192.168.90.65,53632,10.200.7.4,3128,6,26/04/201711:11:31,8033347,14,85,3444,6250,YOUTUBE
179.1.4.216-10.200.7.194-443-38131-6,10.200.7.194,38131,179.1.4.216,443,6,26/04/201711:11:31,8031241,15,11,3203,1151,YOUTUBE
192.168.90.65-10.200.7.4-53635-3128-6,192.168.90.65,53635,10.200.7.4,3128,6,26/04/201711:11:36,2246336,25,191,1511,222857,YOUTUBE
